age,gender,country,level_education,job,programming_experience,programming_languages,programming_language_learning_first,computing_platform,used_TPU,used_ml_methods,primary_tool_analyze_data,salary
35-39,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,More than 25 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
35-39,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
35-39,Man,Japan,Master’s degree,Data Scientist,1-3 years,Python,SQL,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
35-39,Man,United States of America,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Once,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","300,000-499,999"
35-39,Woman,Other,Doctoral degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
35-39,Woman,Israel,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,Israel,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
35-39,Man,Japan,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
35-39,Man,South Africa,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
35-39,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,1-2 years,"Advanced statistical software (SPSS, SAS, etc.)","20,000-24,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,India,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
35-39,Prefer not to say,China,Bachelor’s degree,Data Scientist,10-20 years,Python,C,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
35-39,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
35-39,Prefer not to say,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
35-39,Man,France,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
35-39,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,Japan,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
35-39,Woman,Austria,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
35-39,Man,Germany,Doctoral degree,Data Scientist,10-20 years,Python,Other,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,Netherlands,Professional doctorate,Data Scientist,20+ years,Python,Python,A laptop,2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
35-39,Woman,Other,Master’s degree,Data Scientist,1-3 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
35-39,Woman,Germany,Doctoral degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
35-39,Man,India,Doctoral degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
35-39,Woman,India,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
35-39,Woman,France,Doctoral degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,2-3 years,"Advanced statistical software (SPSS, SAS, etc.)","90,000-99,999"
35-39,Man,Ukraine,Doctoral degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
35-39,Man,India,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,More than 25 times,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","20,000-24,999"
35-39,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","125,000-149,999"
35-39,Man,Colombia,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
35-39,Man,Italy,Doctoral degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
35-39,Man,India,Master’s degree,Data Scientist,5-10 years,Python,R,A laptop,2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","25,000-29,999"
35-39,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
35-39,Man,Brazil,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","25,000-29,999"
35-39,Man,Greece,Doctoral degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","15,000-19,999"
35-39,Man,Iraq,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)","20,000-24,999"
35-39,Man,Pakistan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,2-3 years,Other,"2,000-2,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,R,A laptop,Once,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,Germany,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,United States of America,Doctoral degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","15,000-19,999"
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
35-39,Woman,United States of America,Bachelor’s degree,Data Scientist,< 1 years,Python,SQL,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
35-39,Man,Ukraine,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,1-2 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","3,000-3,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,R,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
35-39,Man,Mexico,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
35-39,Man,Brazil,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
35-39,Woman,Brazil,Doctoral degree,Data Scientist,1-3 years,Python,R,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
35-39,Man,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
35-39,Man,Spain,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","2,000-2,999"
35-39,Prefer not to say,South Africa,Bachelor’s degree,Data Scientist,1-3 years,Python,SQL,A laptop,2-5 times,Under 1 year,"Advanced statistical software (SPSS, SAS, etc.)",$0-999
35-39,Man,Taiwan,Doctoral degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
35-39,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
35-39,Man,India,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
35-39,Man,Nigeria,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
35-39,Man,Japan,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Once,2-3 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","80,000-89,999"
35-39,Man,Denmark,Doctoral degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
35-39,Man,Nigeria,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
35-39,Man,Nigeria,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","10,000-14,999"
35-39,Man,India,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,More than 25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
35-39,Man,Malaysia,Doctoral degree,Data Scientist,3-5 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",More than 25 times,3-4 years,Other,$0-999
35-39,Man,Japan,Doctoral degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Once,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","4,000-4,999"
35-39,Man,Colombia,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years,Python,Python,A laptop,6-25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","3,000-3,999"
35-39,Man,Poland,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,Other,"10,000-14,999"
35-39,Man,Mexico,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,6-25 times,4-5 years,"Advanced statistical software (SPSS, SAS, etc.)","150,000-199,999"
35-39,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,4-5 years,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)","125,000-149,999"
35-39,Man,United States of America,Master’s degree,Data Scientist,1-3 years,Python,SQL,A laptop,Never,Under 1 year,"Advanced statistical software (SPSS, SAS, etc.)","100,000-124,999"
35-39,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","7,500-9,999"
35-39,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,Python,C++,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,Other,"90,000-99,999"
35-39,Prefer to self-describe,Other,Bachelor’s degree,Data Scientist,3-5 years,Python,C,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",$0-999
35-39,Man,Nigeria,Master’s degree,Data Scientist,5-10 years,Python,Javascript,A laptop,2-5 times,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","2,000-2,999"
35-39,Woman,Turkey,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
35-39,Man,Germany,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
35-39,Man,Poland,Master’s degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)","30,000-39,999"
